Timestamp,Flow_Rate,Pressure
1672531200,20.049671415301123,21.03240839693948
1672531260,20.184842900677943,20.94155834979961
1672531320,20.45418719611872,20.85336879397229
1672531380,20.716945459035838,20.886503243793765
1672531440,20.69394075342719,20.79980666159676
1672531500,20.81805728911298,20.63343031777976
1672531560,21.089960367517964,20.278436002154407
1672531620,21.06219320290375,20.13904590531512
1672531680,20.95262616444801,20.003926820839066
1672531740,21.02810363523679,19.87035241801915
1672531800,23.862955657544436,19.53593573966833
1672531860,20.761923428462563,19.392932985078275
1672531920,20.699659407707756,19.151972787058153
1672531980,20.324173347355686,19.023490584222984
1672532040,20.162496366904602,19.13903024157076
1672532100,20.08489125513577,19.145631506256635
1672532160,19.840342744538976,18.99450421204721
1672532220,19.775883631232695,19.13355509720974
1672532280,19.466677149153025,19.139405186170617
1672532340,19.246911738923753,19.144520312625072
1672532400,19.38976238158423,16.382495939687228
1672532460,19.105846597537756,19.6635428353059
1672532520,19.05515074657928,19.689084526110584
1672532580,18.86383417774519,20.044311838646344
1672532640,18.94939711871164,19.82552447303047
1672532700,19.052167984307847,20.36585243590075
1672532760,19.001445986537615,20.477221378124195
1672532820,19.264805314278583,20.604792140896045
1672532880,19.3086694931358,20.7847419561638
1672532940,19.506228445606915,20.68676262548123
1672533000,19.660413840578133,20.938203097866616
1672533060,19.660413840578133,21.03225335417439
1672533120,19.660413840578133,21.140974323232346
1672533180,19.660413840578133,20.898405570131164
1672533240,19.660413840578133,20.78854813006051
1672533300,20.534902233721684,20.70372654998485
1672533360,20.814554223349628,20.699891526302462
1672533420,20.70274108342365,20.47142243854036
1672533480,20.835101067141643,20.19828382220555
1672533540,21.018229468961515,20.105282163873984
1672533600,21.063204904622925,19.864207721126192
1672533660,20.957867384798767,19.757709638069453
1672533720,20.843034079849456,19.41050603649558
1672533780,20.704286728315182,19.28851373802021
1672533840,20.43706499385502,19.14969617062513
1672533900,20.340134064402285,18.942518243302114
1672533960,20.17682603700427,19.05476840630229
1672534020,20.13048764807525,19.02641248518278
1672534080,19.860035047733867,19.01582348987012
1672534140,19.457216855211797,19.04611501455773
